user,message,date
Luna,usedAppsTracker – main.py,2024-05-23T13:25:56.616482
Luna,usedAppsTracker – main.py,2024-05-23T13:25:57.965514
Luna,usedAppsTracker – main.py,2024-05-23T13:25:59.110897
Luna,usedAppsTracker – main.py,2024-05-23T13:26:00.254438
Luna,usedAppsTracker – main.py,2024-05-23T13:26:01.393102
Luna,usedAppsTracker – main.py,2024-05-23T13:26:02.540551
Luna,Spotify Premium,2024-05-23T13:26:03.677426
Luna,Spotify Premium,2024-05-23T13:26:04.828193
Luna,Spotify Premium,2024-05-23T13:26:05.986033
Luna,Spotify Premium,2024-05-23T13:26:07.130056
Luna,Spotify Premium,2024-05-23T13:26:08.274684
Luna,Spotify Premium,2024-05-23T13:26:09.424248
Luna,Spotify Premium,2024-05-23T13:26:10.569791
Luna,Spotify Premium,2024-05-23T13:26:11.696102
Luna,Spotify Premium,2024-05-23T13:26:12.836664
Luna,Spotify Premium,2024-05-23T13:26:13.962202
Luna,Spotify Premium,2024-05-23T13:26:15.094068
Luna,Spotify Premium,2024-05-23T13:26:16.212217
Luna,Spotify Premium,2024-05-23T13:26:17.335312
Luna,Spotify Premium,2024-05-23T13:26:18.464919
Luna,Spotify Premium,2024-05-23T13:26:19.585631
Luna,Spotify Premium,2024-05-23T13:26:20.729907
Luna,Spotify Premium,2024-05-23T13:26:21.851193
Luna,Spotify Premium,2024-05-23T13:26:22.987300
Luna,Spotify Premium,2024-05-23T13:26:24.114913
Luna,Spotify Premium,2024-05-23T13:26:25.241149
Luna,Spotify Premium,2024-05-23T13:26:26.363185
Luna,Spotify Premium,2024-05-23T13:26:27.494309
Luna,Spotify Premium,2024-05-23T13:26:28.619267
Luna,Spotify Premium,2024-05-23T13:26:29.744123
Luna,Spotify Premium,2024-05-23T13:26:30.878789
Luna,Spotify Premium,2024-05-23T13:26:32.017094
Luna,Spotify Premium,2024-05-23T13:26:33.162142
Luna,Spotify Premium,2024-05-23T13:26:34.323162
Luna,Spotify Premium,2024-05-23T13:26:35.466979
Luna,Spotify Premium,2024-05-23T13:26:36.602429
Luna,Spotify Premium,2024-05-23T13:26:37.741720
Luna,Spotify Premium,2024-05-23T13:26:38.887541
Luna,Spotify Premium,2024-05-23T13:26:40.036753
Luna,Spotify Premium,2024-05-23T13:26:41.179830
Luna,Spotify Premium,2024-05-23T13:26:42.313157
Luna,Spotify Premium,2024-05-23T13:26:43.447524
Luna,Spotify Premium,2024-05-23T13:26:44.603673
Luna,Spotify Premium,2024-05-23T13:26:45.743432
Luna,Spotify Premium,2024-05-23T13:26:46.889421
Luna,Spotify Premium,2024-05-23T13:26:48.021621
Luna,Spotify Premium,2024-05-23T13:26:49.158496
Luna,Spotify Premium,2024-05-23T13:26:50.292021
Luna,Spotify Premium,2024-05-23T13:26:51.443916
Luna,Spotify Premium,2024-05-23T13:26:52.571076
Luna,Spotify Premium,2024-05-23T13:26:53.712178
Luna,Spotify Premium,2024-05-23T13:26:54.853535
Luna,Spotify Premium,2024-05-23T13:26:56.004612
Luna,Spotify Premium,2024-05-23T13:26:57.122364
Luna,Spotify Premium,2024-05-23T13:26:58.277931
Luna,Spotify Premium,2024-05-23T13:26:59.408668
Luna,Spotify Premium,2024-05-23T13:27:00.549093
Luna,Spotify Premium,2024-05-23T13:27:01.710730
Luna,Spotify Premium,2024-05-23T13:27:02.838961
Luna,Spotify Premium,2024-05-23T13:27:03.988419
Luna,Spotify Premium,2024-05-23T13:27:05.142146
Luna,,2024-05-23T13:27:06.267860
Luna,Home – Opera,2024-05-23T13:27:07.400661
Luna,Home – Opera,2024-05-23T13:27:08.555021
Luna,usedAppsTracker – main.py,2024-05-23T13:27:09.688009
Luna,usedAppsTracker – main.py,2024-05-23T13:27:10.835951
Luna,usedAppsTracker – main.py,2024-05-23T13:27:11.979672
Luna,usedAppsTracker – main.py,2024-05-23T13:27:13.104582
Luna,Okno przepełnienia zasobnika systemowego.,2024-05-23T13:27:14.232085
Luna,Okno przepełnienia zasobnika systemowego.,2024-05-23T13:27:15.369654
Luna,Rewolucjoniści | Ul - Discord,2024-05-23T13:27:16.511719
Luna,Rewolucjoniści | Ul - Discord,2024-05-23T13:27:17.643401
Luna,Rewolucjoniści | Ul - Discord,2024-05-23T13:27:18.767908
